"","year","variable","material","application","material1","type","forecast_type","method","exogenous_factor","value"
"261",2042,"Mechanical recycling","PS","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",11252.4433203026
"262",2014,"Mechanical recycling","PET","Film","Plastic","Outturn","NULL","NULL","NULL",4421.72
"263",2015,"Mechanical recycling","PET","Film","Plastic","Outturn","NULL","NULL","NULL",4421.72120250846
"264",2016,"Mechanical recycling","PET","Film","Plastic","Outturn","NULL","NULL","NULL",4420.29036362106
"265",2017,"Mechanical recycling","PET","Film","Plastic","Outturn","NULL","NULL","NULL",4435.18949555009
"266",2018,"Mechanical recycling","PET","Film","Plastic","Outturn","NULL","NULL","NULL",4824.4891259175
"267",2019,"Mechanical recycling","PET","Film","Plastic","Outturn","NULL","NULL","NULL",6149.40336049605
"268",2020,"Mechanical recycling","PET","Film","Plastic","Outturn","NULL","NULL","NULL",8651.13618872652
"269",2021,"Mechanical recycling","PET","Film","Plastic","Outturn","NULL","NULL","NULL",9024.23788781703
"270",2022,"Mechanical recycling","PET","Film","Plastic","Outturn","NULL","NULL","NULL",11475.4722058141
"271",2023,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10694.5624449436
"272",2024,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10496.2704817143
"273",2025,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10560.0889616472
"274",2026,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10612.0183268173
"275",2027,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10651.8781786614
"276",2028,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10679.4080028478
"277",2029,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10705.2950769381
"278",2030,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10729.5312601146
"279",2031,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10752.1433746305
"280",2032,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10773.1882973758
"281",2033,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10792.6861763303
"282",2034,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10810.6924408859
"283",2035,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10827.3073357449
"284",2036,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10842.8110334637
"285",2037,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10857.5002439956
"286",2038,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10871.4985216639
"287",2039,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10884.8910239938
"288",2040,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10897.7272108065
"289",2041,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10909.9496093435
"290",2042,"Mechanical recycling","PET","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10921.4891042794
"291",2014,"littering","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",13708.135028
"292",2015,"littering","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",13954.877016
"293",2016,"littering","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",13954.877016
"294",2017,"littering","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",13954.877016
"295",2018,"littering","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",14127.378392
"296",2019,"littering","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",14304.755244
"297",2020,"littering","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",14058.65088
"298",2021,"littering","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",13823.881028
"299",2022,"littering","LDPE","Film","Plastic","Outturn","NULL","NULL","NULL",13204.613168
"300",2023,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14308.563876
"301",2024,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14395.56152
"302",2025,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14466.351868
"303",2026,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14520.689
"304",2027,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14558.21778
"305",2028,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14593.50716
"306",2029,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14626.546032
"307",2030,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14657.370972
"308",2031,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14686.059508
"309",2032,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14712.639104
"310",2033,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14737.185328
"311",2034,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14759.834828
"312",2035,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14780.96954
"313",2036,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14800.993936
"314",2037,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14820.076456
"315",2038,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14838.333176
"316",2039,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14855.831524
"317",2040,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14872.493152
"318",2041,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14888.223848
"319",2042,"littering","LDPE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14903.019852
"320",2014,"littering","PS","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"321",2015,"littering","PS","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"322",2016,"littering","PS","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"323",2017,"littering","PS","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"324",2018,"littering","PS","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"325",2019,"littering","PS","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"326",2020,"littering","PS","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"327",2021,"littering","PS","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"328",2022,"littering","PS","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"329",2023,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"330",2024,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"331",2025,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"332",2026,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"333",2027,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"334",2028,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"335",2029,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"336",2030,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"337",2031,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"338",2032,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"339",2033,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"340",2034,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"341",2035,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"342",2036,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"343",2037,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"344",2038,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"345",2039,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"346",2040,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"347",2041,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"348",2042,"littering","PS","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"349",2014,"littering","PS","Film","Plastic","Outturn","NULL","NULL","NULL",75.31942324
"350",2015,"littering","PS","Film","Plastic","Outturn","NULL","NULL","NULL",76.67514844
